,High,Low,Open,Close,Volume,Adj Close,Date,log_OBV,close_ma10,volume_ma10,PDI_10,MDI_10,ADX_10,Bol_upper_10,Bol_lower_10,RSI_MACD_10,CCI_10,EVM_10,EWMA_10,ROC_10,FI_10
0,1.3482142686843872,1.25,1.34375,1.3214285373687744,180462800.0,1.141898512840271,2000-10-26,19.396793893610383,1.4178571343421935,213586660.0,0.09864077507314088,0.34242903949873776,0.40679026719205486,1.593437239960485,1.242277028723902,0.33552291386109934,-0.9306656458000824,-0.0011297460872484483,1.3979356806194687,-0.07500004589557538,-19335312.293052673
1,1.3705357313156128,1.2767857313156128,1.3482142686843872,1.3258928060531616,186125800.0,1.1457562446594238,2000-10-27,19.928169648247145,1.3928571343421936,201005420.0,0.1208959561917577,0.2877818071650881,0.40708011006177436,1.5367645189023251,1.248949749782062,0.35049587216848416,-0.6544806346579507,-0.0013210512012383296,1.3846403940334233,-0.1586402317719359,-46531450.0
2,1.4241071939468384,1.3392857313156128,1.3660714626312256,1.3794642686843872,159797400.0,1.192049264907837,2000-10-30,20.23115597554303,1.3772321343421936,196480760.0,0.19293039819481386,0.23895412307727074,0.3516209678759502,1.4803519271673324,1.2741123415170548,0.36764308259874084,-0.03387831246889279,-0.0015961808927344,1.3836877557789566,-0.10174418717477696,-24968343.75
3,1.4464285373687744,1.375,1.4107142686843872,1.3973214626312256,221470200.0,1.2074804306030273,2000-10-31,20.540310559393866,1.3732142806053163,203584780.0,0.20860008892738693,0.20763872337795922,0.2873320833036709,1.4687495917184137,1.2776789694922188,0.3799713734000687,0.43738846084195643,-0.00035791496223940895,1.3861913924812805,-0.027950286865234375,-8898348.706769943
4,1.4910714626312256,1.3883928060531616,1.3883928060531616,1.4642857313156128,143841600.0,1.2653465270996094,2000-11-01,20.699635834585763,1.3758928537368775,197112300.0,0.2509319952017128,0.16877749212038903,0.27051274609217896,1.4805092920723437,1.2712764154014113,0.4149853704906359,0.9683878935298462,0.000361883408624089,1.4005062900261696,0.018633552219556725,3852902.449607849
5,1.6026785373687744,1.5044642686843872,1.5089285373687744,1.59375,147673400.0,1.377221941947937,2000-11-02,20.840444601178696,1.4,174211520.0,0.38184395927344045,0.12900391794456204,0.31165120784257755,1.570927710277316,1.2290722897226838,0.4426935642444693,1.4843807747973488,0.0012904281569210106,1.4358758656866677,0.17821785144913807,35599842.52972603
6,1.6428571939468384,1.5669642686843872,1.6428571939468384,1.5892857313156128,128955400.0,1.3733643293380737,2000-11-03,20.718620062026517,1.4196428537368775,167325480.0,0.4019729488651939,0.11140721293997198,0.3582022524608959,1.6279762256713202,1.2113094818024348,0.4759708574027654,1.2223749276409253,0.0013724327704316246,1.4639206046678375,0.14102561139966482,25330520.607805252
7,1.6160714626312256,1.4910714626312256,1.6026785373687744,1.53125,98369600.0,1.3232132196426392,2000-11-06,20.614561291804794,1.4272321343421936,163380140.0,0.31537390380970987,0.21820593687047568,0.32601019031322986,1.6465856849685196,1.2078785837158676,0.511886920810034,0.7256785999255776,0.0005768970559216552,1.4762168532562225,0.05214720232862219,7465544.974327087
8,1.5580357313156128,1.4866071939468384,1.5357142686843872,1.5223214626312256,75490800.0,1.3154979944229126,2000-11-07,20.526648094939006,1.4446428537368774,150817940.0,0.27412793659738915,0.1978420117202776,0.29599027668839156,1.6637600533769952,1.2255256540967596,0.534418085560446,0.4823498485713727,0.0003629685427569506,1.4846300415367595,0.1291391123732398,13143491.356801987
9,1.53125,1.4151785373687744,1.5267857313156128,1.4330357313156128,105522200.0,1.238342523574829,2000-11-08,20.389166143617214,1.4558035731315613,144770920.0,0.2176046108441439,0.28393658549537315,0.26611202956144697,1.6577222829680374,1.2538848632950852,0.5449421960230185,0.024355571615772894,6.0531713631887437e-05,1.475221321136852,0.08445950029887381,11777036.641097069
10,1.4642857313156128,1.3616071939468384,1.4196428060531616,1.4419642686843872,119208600.0,1.2460581064224243,2000-11-09,20.54317099917252,1.4678571462631225,138645500.0,0.17793632612148805,0.3272867378332491,0.2714917823409803,1.6472599976817022,1.2884542948445428,0.5473841914118961,-0.33907110916546096,-0.00021561364376303693,1.4691598587563626,0.09121623145480366,14368895.78011036
11,1.4196428060531616,1.3616071939468384,1.3828125,1.3616071939468384,105562800.0,1.176618218421936,2000-11-10,20.408045647293243,1.4714285850524902,130589200.0,0.15151650395428642,0.27869150379804575,0.27588810480910414,1.6393237093205406,1.3035334607844398,0.5334469038868935,-0.7714002441729363,-0.00046200549504108276,1.4495658824078335,0.026936105038528124,3770110.786342621
12,1.4285714626312256,1.3035714626312256,1.3392857313156128,1.3839285373687744,107954000.0,1.1959068775177002,2000-11-13,20.546029966100903,1.471875011920929,125404860.0,0.11816052131362921,0.31954963902464073,0.3094473301279018,1.638703691289017,1.305046332552841,0.532244977528911,-0.8261788267959129,-0.0010543683519359016,1.4376123799737792,0.0032362336493462333,481935.66155433655
13,1.4642857313156128,1.3973214626312256,1.4241071939468384,1.4464285373687744,102250400.0,1.2499158382415771,2000-11-14,20.661212332262906,1.4767857193946838,113482880.0,0.16627609471443242,0.27242706778009124,0.297157896829251,1.636604657864773,1.3169667809245946,0.5374970875066709,-0.33333666840469944,-0.0007240227412180775,1.4392174533763138,0.03514372036129594,5021218.034744263
14,1.4419642686843872,1.375,1.4308035373687744,1.4196428060531616,70589400.0,1.2267695665359497,2000-11-15,20.583133505985867,1.4723214268684388,106157660.0,0.14331559802081287,0.2779606882270025,0.3012459583243519,1.6361363267828373,1.3085065269540403,0.5397814872989878,-0.4909367181141883,-0.001142912788825083,1.4356545477817682,-0.03048785104416811,-3151317.3085212708
15,1.4151785373687744,1.3482142686843872,1.3928571939468384,1.3571428060531616,59843000.0,1.1727606058120728,2000-11-16,20.511804037502625,1.448660707473755,97374620.0,0.12262061278959596,0.29197336923554706,0.3207640452546985,1.6025761144331518,1.294745300514358,0.5335449253397947,-0.6678996778609634,-0.0021997643683538738,1.4213669593309763,-0.14845941580978095,-14159284.30736065
16,1.375,1.3035714626312256,1.3705357313156128,1.3214285373687744,111545000.0,1.141898512840271,2000-11-17,20.363522189349215,1.421874988079071,95633580.0,0.10422573874732244,0.34193214134838235,0.3593477491485682,1.559376944861939,1.2843730312962032,0.5199602814706806,-0.9093721759537687,-0.002773486339386868,1.4031830851968115,-0.16853935618304824,-29878130.698800087
17,1.3928571939468384,1.3035714626312256,1.328125,1.3526785373687744,102016600.0,1.1689026355743408,2000-11-20,20.499962022790797,1.4040178418159486,95998280.0,0.12208347374153991,0.2781770213668847,0.3649212928779058,1.523603705156597,1.2844319784753002,0.5264537778306903,-0.6649291257612414,-0.0020429653391896966,1.393994961527868,-0.11661809804488202,-18217253.474664688
18,1.3928571939468384,1.3392857313156128,1.3705357313156128,1.34375,75488000.0,1.1611871719360352,2000-11-21,20.400831920388296,1.3861606955528258,95998000.0,0.10739844639185002,0.24471600455902173,0.3694801214549041,1.4771416250126985,1.2951797660929532,0.5052879900450039,-0.5095493827472415,-0.0016205549154956235,1.384855055001941,-0.11730207253504615,-13480002.571105957
19,1.3660714626312256,1.3125,1.34375,1.3214285373687744,70133000.0,1.141898512840271,2000-11-22,20.29900132214795,1.3749999761581422,92459080.0,0.09363281495788718,0.2774366398222953,0.39237406250790163,1.467788404994798,1.2822115473214863,0.4446838066073931,-0.8099309174852363,-0.0012849937688857622,1.3733183559390247,-0.07788165466354162,-7827347.333073616
20,1.3928571939468384,1.34375,1.3470982313156128,1.3794642686843872,40233200.0,1.192049264907837,2000-11-24,20.358679681736344,1.368749976158142,84561540.0,0.142248776122826,0.22949978142244631,0.3636953956269771,1.4490740326561482,1.288425919660136,0.4014112365896086,-0.0030594533255561855,-0.000411704461889826,1.3744361596751906,-0.043343653762671575,-2514575.0
21,1.4241071939468384,1.3214285373687744,1.4196428060531616,1.3348214626312256,64698200.0,1.1534717082977295,2000-11-27,20.26089031953675,1.3660714030265808,80475080.0,0.1799979932001401,0.17605436913215175,0.29956182726086467,1.4491918611845531,1.2829509448686085,0.36854725859937015,-0.204726681071931,-0.00021813726627042729,1.3672315623888731,-0.01967214291661461,-1732988.6018037796
22,1.3571428060531616,1.28125,1.3348214626312256,1.2879464626312256,67281200.0,1.1129647493362427,2000-11-28,20.14790986978719,1.356473195552826,76407800.0,0.148712307595339,0.23747186216518537,0.28688126522684554,1.4517124194230373,1.2612339716826146,0.3431937635227112,-0.9704195734072727,-0.0005381147255848463,1.3528129374860745,-0.06935479119466452,-6457789.16683197
23,1.3080357313156128,1.2321428060531616,1.2924107313156128,1.2544642686843872,123037600.0,1.0840320587158203,2000-11-29,19.90107318694623,1.3372767686843872,78486520.0,0.12265576264433642,0.30923743187667146,0.31327386331192325,1.4292610102384555,1.2452925271303188,0.3212826109413671,-1.3594633481259115,-0.0012649546327832442,1.3349281622542002,-0.13271604073409188,-23618822.90468216
24,1.2142857313156128,1.1517857313156128,1.1919642686843872,1.1785714626312256,202399400.0,1.0184499025344849,2000-11-30,19.283855890495982,1.3131696343421937,91667520.0,0.09510164533780643,0.4155782667741452,0.37042500335862705,1.4317335362081707,1.1946057324762167,0.3013519845903641,-1.5852164458466942,-0.0013220205367892163,1.306495510299438,-0.16981126688631887,-48792695.2657938
