,High,Low,Open,Close,Volume,Adj Close,Date,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents
245,114.12000274658203,112.51000213623047,113.05000305175781,113.56999969482422,34514300.0,107.19561004638672,2016-09-20,4.2358,0.6001,2.6252,1.6106,1.0469,0.7796,0.256,1.0469,0.3441,0.0364,1.0105,0.0409,0.2673,0.0209,0.7796,0.7796,30.5602,1.1132,17.9061,12.6541,0.8352,3.0106,9.6435,1.4076,18.6393,1.8237,7.1486,1.5996,-0.0107,2.5448,9.3761,16.9764,11.7774,4.3519,1.9042,6.8939,0.1831,4.7138,3.0106,9.6542,0.7862,21.1841,6.8939,3.5572,10.7575,30.5602,6.1756,0.5473,-0.1434,-0.4804,-0.447,-0.0101,0.4395,-0.9441,-0.0483,0.7796,-0.3277,1.0634,-0.5056,0.2526,-0.3187,-1.0166,0.045,1.1301,0.3153,0.2809,0.6681,-0.3277
246,113.98999786376953,112.44000244140625,113.8499984741211,113.55000305175781,36003200.0,107.17671966552734,2016-09-21,4.2358,0.6001,2.6252,1.6106,1.0469,0.7796,0.256,1.0469,0.3441,0.0364,1.0105,0.0409,0.2673,0.0209,0.7796,0.7796,30.5602,1.1132,17.9061,12.6541,0.8352,3.0106,9.6435,1.4076,18.6393,1.8237,7.1486,1.5996,-0.0107,2.5448,9.3761,16.9764,11.7774,4.3519,1.9042,6.8939,0.1831,4.7138,3.0106,9.6542,0.7862,21.1841,6.8939,3.5572,10.7575,30.5602,6.1756,0.5473,-0.1434,-0.4804,-0.447,-0.0101,0.4395,-0.9441,-0.0483,0.7796,-0.3277,1.0634,-0.5056,0.2526,-0.3187,-1.0166,0.045,1.1301,0.3153,0.2809,0.6681,-0.3277
247,114.94000244140625,114.0,114.3499984741211,114.62000274658203,31074000.0,108.1866683959961,2016-09-22,4.2358,0.6001,2.6252,1.6106,1.0469,0.7796,0.256,1.0469,0.3441,0.0364,1.0105,0.0409,0.2673,0.0209,0.7796,0.7796,30.5602,1.1132,17.9061,12.6541,0.8352,3.0106,9.6435,1.4076,18.6393,1.8237,7.1486,1.5996,-0.0107,2.5448,9.3761,16.9764,11.7774,4.3519,1.9042,6.8939,0.1831,4.7138,3.0106,9.6542,0.7862,21.1841,6.8939,3.5572,10.7575,30.5602,6.1756,0.5473,-0.1434,-0.4804,-0.447,-0.0101,0.4395,-0.9441,-0.0483,0.7796,-0.3277,1.0634,-0.5056,0.2526,-0.3187,-1.0166,0.045,1.1301,0.3153,0.2809,0.6681,-0.3277
248,114.79000091552734,111.55000305175781,114.41999816894531,112.70999908447266,52481200.0,106.38385772705078,2016-09-23,4.2358,0.6001,2.6252,1.6106,1.0469,0.7796,0.256,1.0469,0.3441,0.0364,1.0105,0.0409,0.2673,0.0209,0.7796,0.7796,30.5602,1.1132,17.9061,12.6541,0.8352,3.0106,9.6435,1.4076,18.6393,1.8237,7.1486,1.5996,-0.0107,2.5448,9.3761,16.9764,11.7774,4.3519,1.9042,6.8939,0.1831,4.7138,3.0106,9.6542,0.7862,21.1841,6.8939,3.5572,10.7575,30.5602,6.1756,0.5473,-0.1434,-0.4804,-0.447,-0.0101,0.4395,-0.9441,-0.0483,0.7796,-0.3277,1.0634,-0.5056,0.2526,-0.3187,-1.0166,0.045,1.1301,0.3153,0.2809,0.6681,-0.3277
249,113.38999938964844,111.55000305175781,111.63999938964844,112.87999725341797,29869400.0,106.54432678222656,2016-09-26,4.2358,0.6001,2.6252,1.6106,1.0469,0.7796,0.256,1.0469,0.3441,0.0364,1.0105,0.0409,0.2673,0.0209,0.7796,0.7796,30.5602,1.1132,17.9061,12.6541,0.8352,3.0106,9.6435,1.4076,18.6393,1.8237,7.1486,1.5996,-0.0107,2.5448,9.3761,16.9764,11.7774,4.3519,1.9042,6.8939,0.1831,4.7138,3.0106,9.6542,0.7862,21.1841,6.8939,3.5572,10.7575,30.5602,6.1756,0.5473,-0.1434,-0.4804,-0.447,-0.0101,0.4395,-0.9441,-0.0483,0.7796,-0.3277,1.0634,-0.5056,0.2526,-0.3187,-1.0166,0.045,1.1301,0.3153,0.2809,0.6681,-0.3277
250,113.18000030517578,112.33999633789062,113.0,113.08999633789062,24607400.0,106.74253845214844,2016-09-27,4.2358,0.6001,2.6252,1.6106,1.0469,0.7796,0.256,1.0469,0.3441,0.0364,1.0105,0.0409,0.2673,0.0209,0.7796,0.7796,30.5602,1.1132,17.9061,12.6541,0.8352,3.0106,9.6435,1.4076,18.6393,1.8237,7.1486,1.5996,-0.0107,2.5448,9.3761,16.9764,11.7774,4.3519,1.9042,6.8939,0.1831,4.7138,3.0106,9.6542,0.7862,21.1841,6.8939,3.5572,10.7575,30.5602,6.1756,0.5473,-0.1434,-0.4804,-0.447,-0.0101,0.4395,-0.9441,-0.0483,0.7796,-0.3277,1.0634,-0.5056,0.2526,-0.3187,-1.0166,0.045,1.1301,0.3153,0.2809,0.6681,-0.3277
251,114.63999938964844,113.43000030517578,113.69000244140625,113.94999694824219,29641100.0,107.55426788330078,2016-09-28,4.2358,0.6001,2.6252,1.6106,1.0469,0.7796,0.256,1.0469,0.3441,0.0364,1.0105,0.0409,0.2673,0.0209,0.7796,0.7796,30.5602,1.1132,17.9061,12.6541,0.8352,3.0106,9.6435,1.4076,18.6393,1.8237,7.1486,1.5996,-0.0107,2.5448,9.3761,16.9764,11.7774,4.3519,1.9042,6.8939,0.1831,4.7138,3.0106,9.6542,0.7862,21.1841,6.8939,3.5572,10.7575,30.5602,6.1756,0.5473,-0.1434,-0.4804,-0.447,-0.0101,0.4395,-0.9441,-0.0483,0.7796,-0.3277,1.0634,-0.5056,0.2526,-0.3187,-1.0166,0.045,1.1301,0.3153,0.2809,0.6681,-0.3277
252,113.80000305175781,111.80000305175781,113.16000366210938,112.18000030517578,35887000.0,105.88362884521484,2016-09-29,4.2358,0.6001,2.6252,1.6106,1.0469,0.7796,0.256,1.0469,0.3441,0.0364,1.0105,0.0409,0.2673,0.0209,0.7796,0.7796,30.5602,1.1132,17.9061,12.6541,0.8352,3.0106,9.6435,1.4076,18.6393,1.8237,7.1486,1.5996,-0.0107,2.5448,9.3761,16.9764,11.7774,4.3519,1.9042,6.8939,0.1831,4.7138,3.0106,9.6542,0.7862,21.1841,6.8939,3.5572,10.7575,30.5602,6.1756,0.5473,-0.1434,-0.4804,-0.447,-0.0101,0.4395,-0.9441,-0.0483,0.7796,-0.3277,1.0634,-0.5056,0.2526,-0.3187,-1.0166,0.045,1.1301,0.3153,0.2809,0.6681,-0.3277
253,113.37000274658203,111.80000305175781,112.45999908447266,113.05000305175781,36379100.0,106.70479583740234,2016-09-30,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
254,113.05000305175781,112.27999877929688,112.70999908447266,112.5199966430664,21701800.0,106.20452880859375,2016-10-03,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
255,114.30999755859375,112.62999725341797,113.05999755859375,113.0,29736800.0,106.65760803222656,2016-10-04,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
256,113.66000366210938,112.69000244140625,113.4000015258789,113.05000305175781,21453100.0,106.70479583740234,2016-10-05,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
257,114.33999633789062,113.12999725341797,113.69999694824219,113.88999938964844,28779300.0,107.49764251708984,2016-10-06,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
258,114.55999755859375,113.51000213623047,114.30999755859375,114.05999755859375,24358400.0,107.6581039428711,2016-10-07,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
259,116.75,114.72000122070312,115.0199966430664,116.05000305175781,36236000.0,109.53640747070312,2016-10-10,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
260,118.69000244140625,116.19999694824219,117.69999694824219,116.30000305175781,64041000.0,109.77236938476562,2016-10-11,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
261,117.9800033569336,116.75,117.3499984741211,117.33999633789062,37586800.0,110.75399780273438,2016-10-12,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
262,117.44000244140625,115.72000122070312,116.79000091552734,116.9800033569336,35192400.0,110.41421508789062,2016-10-13,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
263,118.16999816894531,117.12999725341797,117.87999725341797,117.62999725341797,35652200.0,111.0277099609375,2016-10-14,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
264,117.83999633789062,116.77999877929688,117.33000183105469,117.55000305175781,23624900.0,110.95220184326172,2016-10-17,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
265,118.20999908447266,117.44999694824219,118.18000030517578,117.47000122070312,24553500.0,110.876708984375,2016-10-18,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
266,117.76000213623047,113.80000305175781,117.25,117.12000274658203,20034600.0,110.54634857177734,2016-10-19,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
267,117.37999725341797,116.33000183105469,116.86000061035156,117.05999755859375,24125800.0,110.48973846435547,2016-10-20,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
268,116.91000366210938,116.27999877929688,116.80999755859375,116.5999984741211,23192700.0,110.0555419921875,2016-10-21,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
269,117.73999786376953,117.0,117.0999984741211,117.6500015258789,23538700.0,111.04660034179688,2016-10-24,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
270,118.36000061035156,117.30999755859375,117.94999694824219,118.25,48129000.0,111.61292266845703,2016-10-25,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
271,115.69999694824219,113.30999755859375,114.30999755859375,115.58999633789062,66134200.0,109.10221862792969,2016-10-26,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
272,115.86000061035156,114.0999984741211,115.38999938964844,114.4800033569336,34562000.0,108.05451965332031,2016-10-27,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
273,115.20999908447266,113.44999694824219,113.87000274658203,113.72000122070312,37861700.0,107.33716583251953,2016-10-28,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
274,114.2300033569336,113.19999694824219,113.6500015258789,113.54000091552734,26419400.0,107.16727447509766,2016-10-31,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
275,113.7699966430664,110.52999877929688,113.45999908447266,111.48999786376953,43825800.0,105.23233795166016,2016-11-01,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
276,112.3499984741211,111.2300033569336,111.4000015258789,111.58999633789062,28331700.0,105.32672119140625,2016-11-02,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
277,111.45999908447266,109.55000305175781,110.9800033569336,109.83000183105469,26932600.0,104.1977767944336,2016-11-03,4.6852,0.6052,2.6491,1.7813,1.2188,0.9014,0.257,1.2188,0.3482,0.0427,1.1761,0.045,0.3174,0.0984,0.9014,0.9014,32.1686,0.8283,19.3437,12.8249,0.808,3.1251,9.6998,1.2985,18.7807,2.0484,7.9006,1.16,0.0634,2.701,10.6869,17.043,11.9629,4.6671,2.9299,7.5427,0.2132,5.9321,3.1251,9.6364,0.8757,21.4817,7.5427,3.6074,11.4431,32.1686,6.7155,0.55,-0.3419,1.4398,-0.7397,-0.0001,0.2581,-0.6482,-0.0193,0.9014,0.2247,1.6126,-0.0053,0.2548,-0.3092,-0.5778,-0.0301,0.1044,0.0777,0.3977,-1.0257,0.2247
